Date,Ticker,Open,High,Low,Close,Volume
2025-11-12,AAPL,275.0,275.7300109863281,271.70001220703125,273.4700012207031,48398000
2025-11-13,AAPL,274.1099853515625,276.70001220703125,272.0899963378906,272.95001220703125,49602800
2025-11-14,AAPL,271.04998779296875,275.9599914550781,269.6000061035156,272.4100036621094,47431300
2025-11-17,AAPL,268.82000732421875,270.489990234375,265.7300109863281,267.4599914550781,45018300
2025-11-18,AAPL,269.989990234375,270.7099914550781,265.32000732421875,267.44000244140625,45677300
2025-11-19,AAPL,265.5299987792969,272.2099914550781,265.5,268.55999755859375,40424500
2025-11-20,AAPL,270.8299865722656,275.42999267578125,265.9200134277344,266.25,45823600
2025-11-21,AAPL,265.95001220703125,273.3299865722656,265.6700134277344,271.489990234375,59030800
2025-11-24,AAPL,270.8999938964844,277.0,270.8999938964844,275.9200134277344,65585800
2025-11-25,AAPL,275.2699890136719,280.3800048828125,275.25,276.9700012207031,46914200
2025-11-26,AAPL,276.9599914550781,279.5299987792969,276.6300048828125,277.54998779296875,33431400
2025-11-28,AAPL,277.260009765625,279.0,275.989990234375,278.8500061035156,20135600
2025-12-01,AAPL,278.010009765625,283.4200134277344,276.1400146484375,283.1000061035156,46587700
2025-12-02,AAPL,283.0,287.3999938964844,282.6300048828125,286.19000244140625,53669500
2025-12-03,AAPL,286.20001220703125,288.6199951171875,283.29998779296875,284.1499938964844,43538700
2025-12-04,AAPL,284.1000061035156,284.7300109863281,278.5899963378906,280.70001220703125,43989100
2025-12-05,AAPL,280.5400085449219,281.1400146484375,278.04998779296875,278.7799987792969,47265800
2025-12-08,AAPL,278.1300048828125,279.6700134277344,276.1499938964844,277.8900146484375,38211800
2025-12-09,AAPL,278.1600036621094,280.0299987792969,276.9200134277344,277.17999267578125,32193300
2025-12-10,AAPL,277.75,279.75,276.44000244140625,278.7799987792969,33038300
2025-12-11,AAPL,279.1000061035156,279.5899963378906,273.80999755859375,278.0299987792969,33207600
2025-12-12,AAPL,277.7950134277344,279.2200012207031,276.82000732421875,277.3599853515625,11117834
2025-11-12,MSFT,508.4084461357136,510.7141588310794,498.18758530403636,510.1851501464844,26574900
2025-11-13,MSFT,509.3566671737073,512.54071024479,500.3535287599438,502.34979248046875,25273100
2025-11-14,MSFT,497.2992409027003,510.644258818196,496.51070821491913,509.2268981933594,28505700
2025-11-17,MSFT,507.5001596757347,511.16328656765256,503.9667643395777,506.54193115234375,19092800
2025-11-18,MSFT,494.44458869198826,502.0403882023454,485.87063942574486,492.8675537109375,33815100
2025-11-19,MSFT,489.18443539234676,494.264922953439,481.9279972054541,486.2099914550781,23245300
2025-11-20,MSFT,492.7099914550781,493.57000732421875,475.5,478.42999267578125,26802500
2025-11-21,MSFT,478.5,478.9200134277344,468.2699890136719,472.1199951171875,31769200
2025-11-24,MSFT,475.0,476.8999938964844,468.0199890136719,474.0,34421000
2025-11-25,MSFT,474.07000732421875,479.1499938964844,464.8900146484375,476.989990234375,28019800
2025-11-26,MSFT,486.30999755859375,488.30999755859375,481.20001220703125,485.5,25709100
2025-11-28,MSFT,487.6000061035156,492.6300048828125,486.6499938964844,492.010009765625,14386700
2025-12-01,MSFT,488.44000244140625,489.8599853515625,484.6499938964844,486.739990234375,23964000
2025-12-02,MSFT,486.7200012207031,493.5,486.32000732421875,490.0,19562700
2025-12-03,MSFT,476.32000732421875,484.239990234375,475.20001220703125,477.7300109863281,34615100
2025-12-04,MSFT,479.760009765625,481.32000732421875,476.489990234375,480.8399963378906,22318200
2025-12-05,MSFT,482.5199890136719,483.3999938964844,478.8800048828125,483.1600036621094,22608700
2025-12-08,MSFT,484.8900146484375,492.29998779296875,484.3800048828125,491.0199890136719,21965900
2025-12-09,MSFT,489.1000061035156,492.1199951171875,488.5,492.0199890136719,14696100
2025-12-10,MSFT,484.0299987792969,484.25,475.0799865722656,478.55999755859375,35756200
2025-12-11,MSFT,476.6300048828125,486.0299987792969,475.8599853515625,483.4700012207031,24645000
2025-12-12,MSFT,479.82000732421875,482.45001220703125,476.3599853515625,477.1000061035156,7139155
2025-11-12,GOOG,291.8945478823368,292.16936247888566,284.1945850710095,287.2425842285156,16998800
2025-11-13,GOOG,282.8004891969117,283.3251713137129,277.8187538786583,278.9380187988281,18060200
2025-11-14,GOOG,271.7177016420648,278.96797594579846,271.2330325220686,276.7994079589844,18330500
2025-11-17,GOOG,286.2132540229553,294.32795470266535,284.04468599528104,285.4137878417969,34286100
2025-11-18,GOOG,288.2968960757756,289.246288884512,278.8280980775343,284.7742004394531,29702200
2025-11-19,GOOG,287.4974165660577,304.05161802852626,287.482442205392,292.7989501953125,43123600
2025-11-20,GOOG,304.5413108694683,306.68993354598797,288.98148512013125,289.79095458984375,34801400
2025-11-21,GOOG,296.6764341573702,303.7618077764989,294.1680609326802,299.4546203613281,43670600
2025-11-24,GOOG,310.8072320588326,319.5914790436659,309.19826591579596,318.2623596191406,55311800
2025-11-25,GOOG,326.5868982838347,328.4557045708052,317.6087780037563,323.4289855957031,50899300
2025-11-26,GOOG,320.57084097778153,324.7780873971327,316.99318865990756,320.0711669921875,29839600
2025-11-28,GOOG,323.21912492867204,326.6668878195667,316.73336599519826,319.9112854003906,19695800
2025-12-01,GOOG,317.26799565865406,319.42158926511087,313.77527946257874,314.9145202636719,28520600
2025-12-02,GOOG,316.6933654189159,318.39226916605145,314.0151201802352,315.8139343261719,24668200
2025-12-03,GOOG,315.82394606355047,321.83003728081405,314.07508706995475,320.41094970703125,32285100
2025-12-04,GOOG,322.83439794428057,322.88834834302395,315.38424129791457,318.18243408203125,20831600
2025-12-05,GOOG,319.79134083015884,323.61883002174113,319.77136485052137,321.8799743652344,15719900
2025-12-08,GOOG,321.0299987792969,321.2300109863281,311.9100036621094,314.45001220703125,22006900
2025-12-09,GOOG,313.1000061035156,318.7090148925781,312.6199951171875,317.75,14151300
2025-12-10,GOOG,316.6199951171875,321.8699951171875,315.3999938964844,321.0,22764500
2025-12-11,GOOG,321.1000061035156,321.989990234375,309.8800048828125,313.70001220703125,25856600
2025-12-12,GOOG,314.80999755859375,316.1300048828125,307.0199890136719,307.0299987792969,8532138
2025-11-12,AMZN,250.24000549316406,250.3699951171875,243.75,244.1999969482422,31190100
2025-11-13,AMZN,243.0500030517578,243.75,236.5,237.5800018310547,41401700
2025-11-14,AMZN,235.05999755859375,238.72999572753906,232.88999938964844,234.69000244140625,38956700
2025-11-17,AMZN,233.25,234.60000610351562,229.19000244140625,232.8699951171875,59919000
2025-11-18,AMZN,228.10000610351562,230.1999969482422,222.4199981689453,222.5500030517578,60608400
2025-11-19,AMZN,223.74000549316406,223.74000549316406,218.52000427246094,222.69000244140625,58335600
2025-11-20,AMZN,227.0500030517578,227.41000366210938,216.74000549316406,217.13999938964844,50309000
2025-11-21,AMZN,216.35000610351562,222.2100067138672,215.17999267578125,220.69000244140625,68490500
2025-11-24,AMZN,222.55999755859375,227.3300018310547,222.27000427246094,226.27999877929688,54318400
2025-11-25,AMZN,226.3800048828125,230.52000427246094,223.8000030517578,229.6699981689453,39379300
2025-11-26,AMZN,230.74000549316406,231.75,228.77000427246094,229.16000366210938,38497900
2025-11-28,AMZN,231.24000549316406,233.2899932861328,230.22000122070312,233.22000122070312,20292300
2025-12-01,AMZN,233.22000122070312,235.8000030517578,232.25,233.8800048828125,42904000
2025-12-02,AMZN,235.00999450683594,238.97000122070312,233.5500030517578,234.4199981689453,45785400
2025-12-03,AMZN,233.35000610351562,233.3800048828125,230.61000061035156,232.3800048828125,35495100
2025-12-04,AMZN,232.77000427246094,233.5,226.8000030517578,229.11000061035156,45683200
2025-12-05,AMZN,230.32000732421875,231.24000549316406,228.5500030517578,229.52999877929688,33117400
2025-12-08,AMZN,229.58999633789062,230.8300018310547,226.27000427246094,226.88999938964844,35019200
2025-12-09,AMZN,226.83999633789062,228.57000732421875,225.11000061035156,227.9199981689453,25841700
2025-12-10,AMZN,228.80999755859375,232.4199981689453,228.4600067138672,231.77999877929688,38790700
2025-12-11,AMZN,230.7100067138672,232.11000061035156,228.69000244140625,230.27999877929688,28180900
2025-12-12,AMZN,230.02000427246094,230.0800018310547,225.1199951171875,225.28500366210938,13818514
2025-11-12,TSLA,442.1499938964844,442.3299865722656,426.55999755859375,430.6000061035156,58513500
2025-11-13,TSLA,423.1300048828125,424.5,396.3399963378906,401.989990234375,118948000
2025-11-14,TSLA,386.29998779296875,412.19000244140625,382.7799987792969,404.3500061035156,105506700
2025-11-17,TSLA,398.739990234375,423.9599914550781,398.739990234375,408.9200134277344,102214300
2025-11-18,TSLA,405.3800048828125,408.8999938964844,393.7099914550781,401.25,80688600
2025-11-19,TSLA,406.17999267578125,411.7799987792969,398.5,403.989990234375,72047700
2025-11-20,TSLA,414.6300048828125,428.94000244140625,394.739990234375,395.2300109863281,113548800
2025-11-21,TSLA,402.32000732421875,402.79998779296875,383.760009765625,391.0899963378906,100460600
2025-11-24,TSLA,402.1700134277344,421.7200012207031,401.0899963378906,417.7799987792969,96806400
2025-11-25,TSLA,414.4200134277344,420.4800109863281,405.95001220703125,419.3999938964844,71915600
2025-11-26,TSLA,423.95001220703125,426.94000244140625,416.8900146484375,426.5799865722656,63463000
2025-11-28,TSLA,426.5899963378906,432.92999267578125,426.20001220703125,430.1700134277344,36252900
2025-12-01,TSLA,425.32000732421875,433.6600036621094,425.2900085449219,430.1400146484375,57463600
2025-12-02,TSLA,430.80999755859375,436.79998779296875,422.1199951171875,429.239990234375,69336600
2025-12-03,TSLA,432.1000061035156,447.9200134277344,431.1099853515625,446.739990234375,87483000
2025-12-04,TSLA,449.94000244140625,454.6300048828125,445.3900146484375,454.5299987792969,71906500
2025-12-05,TSLA,453.0299987792969,458.8699951171875,451.6600036621094,455.0,56427500
2025-12-08,TSLA,447.45001220703125,449.75,435.25,439.5799865722656,69165800
2025-12-09,TSLA,437.5400085449219,452.3900146484375,435.70001220703125,445.1700134277344,62367400
2025-12-10,TSLA,446.07000732421875,456.8800048828125,443.6099853515625,451.45001220703125,63257500
2025-12-11,TSLA,448.95001220703125,449.2699890136719,440.3299865722656,446.8900146484375,55846900
2025-12-12,TSLA,448.0899963378906,463.010009765625,441.7799987792969,442.1199951171875,44983377
2025-11-12,NVDA,195.70910637927892,195.87909508520013,191.1193655455878,193.78921508789062,154935300
2025-11-13,NVDA,191.03936321053533,191.42934088057365,183.8397672401686,186.84959411621094,207423100
2025-11-14,NVDA,182.8498180673128,190.99935813210442,180.56994624954729,190.15940856933594,186591900
2025-11-17,NVDA,185.95964506857126,188.98947511566342,184.30974305565786,186.58961486816406,173628900
2025-11-18,NVDA,183.36979105504545,184.7897101334883,179.63998782140993,181.3498992919922,213598900
2025-11-19,NVDA,184.7796984316032,187.8495347223247,182.8198161698128,186.50961303710938,247246400
2025-11-20,NVDA,195.9390891568929,195.9890894251709,179.83999453744622,180.62994384765625,343504800
2025-11-21,NVDA,181.22991004695137,184.54971718190046,172.92036011460985,178.8700408935547,346926200
2025-11-24,NVDA,179.48001348627363,183.4897847612219,176.47017128450955,182.5398406982422,256618300
2025-11-25,NVDA,174.90026276869568,178.15008177330986,169.54056066153746,177.8101043701172,320600300
2025-11-26,NVDA,181.61988829154,182.8998157763143,178.2300777211247,180.2499542236328,183852000
2025-11-28,NVDA,179.0000253919654,179.28000857805475,176.49017066740046,176.99014282226562,121332800
2025-12-01,NVDA,174.75027181562072,180.28997214473748,173.67033006996684,179.9099884033203,188131000
2025-12-02,NVDA,181.74987648908228,185.6496685428864,179.98997995570696,181.4499053955078,182632200
2025-12-03,NVDA,181.06992440272873,182.43984327721986,179.1000328161426,179.5800018310547,165138000
2025-12-04,NVDA,181.6199951171875,184.52000427246094,179.9600067138672,183.3800048828125,167364900
2025-12-05,NVDA,183.88999938964844,184.66000366210938,180.91000366210938,182.41000366210938,143971100
2025-12-08,NVDA,182.63999938964844,188.0,182.39999389648438,185.5500030517578,204378100
2025-12-09,NVDA,185.55999755859375,185.72000122070312,183.32000732421875,184.97000122070312,144719700
2025-12-10,NVDA,184.97000122070312,185.47999572753906,182.0399932861328,183.77999877929688,162785400
2025-12-11,NVDA,180.27999877929688,181.32000732421875,176.6199951171875,180.92999267578125,181596600
2025-12-12,NVDA,181.25999450683594,182.82000732421875,175.39999389648438,175.49349975585938,82046393
2025-11-12,META,628.1300048828125,628.989990234375,607.77001953125,609.010009765625,24493300
2025-11-13,META,613.0700073242188,617.6500244140625,603.0,609.8900146484375,20973800
2025-11-14,META,601.7899780273438,613.6799926757812,595.2000122070312,609.4600219726562,20724100
2025-11-17,META,609.0399780273438,611.6900024414062,595.4000244140625,602.010009765625,16501300
2025-11-18,META,591.5999755859375,603.6599731445312,583.780029296875,597.6900024414062,25500600
2025-11-19,META,593.719970703125,595.3300170898438,581.25,590.3200073242188,24744700
2025-11-20,META,603.5,606.719970703125,583.3499755859375,589.1500244140625,20603000
2025-11-21,META,588.5,598.1199951171875,581.8599853515625,594.25,21052600
2025-11-24,META,598.719970703125,616.7000122070312,597.6300048828125,613.0499877929688,23554900
2025-11-25,META,624.0,637.0499877929688,618.2999877929688,636.219970703125,25213000
2025-11-26,META,637.6900024414062,638.3599853515625,631.6300048828125,633.6099853515625,15209500
2025-11-28,META,636.0800170898438,648.0499877929688,635.5,647.9500122070312,11033200
2025-12-01,META,639.5499877929688,645.3200073242188,637.760009765625,640.8699951171875,13029900
2025-12-02,META,642.3400268554688,647.8699951171875,638.0700073242188,647.0999755859375,11640900
2025-12-03,META,644.4099731445312,648.8499755859375,637.5499877929688,639.5999755859375,11134300
2025-12-04,META,676.0,676.0999755859375,660.0499877929688,661.530029296875,29874600
2025-12-05,META,664.0,674.6900024414062,662.3900146484375,673.4199829101562,21207900
2025-12-08,META,669.3400268554688,676.7100219726562,665.0700073242188,666.7999877929688,13161000
2025-12-09,META,663.77001953125,664.47998046875,653.3400268554688,656.9600219726562,12997100
2025-12-10,META,649.9500122070312,654.510009765625,643.4000244140625,650.1300048828125,16910900
2025-12-11,META,643.2899780273438,655.280029296875,640.7999877929688,652.7100219726562,13035800
2025-12-12,META,650.2100219726562,652.010009765625,638.760009765625,638.9000244140625,5156380
2025-11-12,SPY,684.7899780273438,684.9600219726562,680.9500122070312,683.3800048828125,62312500
2025-11-13,SPY,680.5,680.8599853515625,670.52001953125,672.0399780273438,103457800
2025-11-14,SPY,665.3800048828125,675.6599731445312,663.27001953125,671.9299926757812,96846700
2025-11-17,SPY,669.7000122070312,673.7100219726562,662.1699829101562,665.6699829101562,90456100
2025-11-18,SPY,662.0999755859375,665.1199951171875,655.8599853515625,660.0800170898438,114467500
2025-11-19,SPY,660.780029296875,667.3400268554688,658.75,662.6300048828125,94703000
2025-11-20,SPY,672.9099731445312,675.5599975585938,651.8900146484375,652.530029296875,165293500
2025-11-21,SPY,655.0499877929688,664.5499877929688,650.8499755859375,659.030029296875,123956200
2025-11-24,SPY,662.6900024414062,670.0599975585938,661.5900268554688,668.72998046875,80437900
2025-11-25,SPY,668.6300048828125,676.2100219726562,664.47998046875,675.02001953125,81077100
2025-11-26,SPY,677.6300048828125,681.7000122070312,676.719970703125,679.6799926757812,71879600
2025-11-28,SPY,680.8599853515625,683.6699829101562,680.5,683.3900146484375,49212000
2025-12-01,SPY,678.8099975585938,682.989990234375,678.739990234375,680.27001953125,61201200
2025-12-02,SPY,681.9199829101562,683.8200073242188,679.3300170898438,681.530029296875,62953800
2025-12-03,SPY,680.5700073242188,684.9099731445312,679.6900024414062,683.8900146484375,57238500
2025-12-04,SPY,685.2999877929688,685.3699951171875,681.3400268554688,684.3900146484375,61970300
2025-12-05,SPY,685.469970703125,688.3900146484375,684.5800170898438,685.6900024414062,79241000
2025-12-08,SPY,686.5900268554688,686.6400146484375,681.5700073242188,683.6300048828125,55231500
2025-12-09,SPY,683.1500244140625,685.3900146484375,682.5900268554688,683.0399780273438,58310100
2025-12-10,SPY,682.5599975585938,688.969970703125,681.3099975585938,687.5700073242188,85671300
2025-12-11,SPY,685.1400146484375,689.25,682.1699829101562,689.1699829101562,86072400
2025-12-12,SPY,688.1699829101562,688.8800048828125,679.1743774414062,679.375,44128050
